N,P,K,ph,temperature,humidity,rainfall,label
10,79,18,5.624731338,21.0643684,55.46985938,184.6226709,pigeonpeas
30,75,25,6.446091759,30.33276599,42.35249879,149.299952,pigeonpeas
40,70,20,5.623490043,31.80130272,45.03186173,147.0361442,pigeonpeas
38,55,19,5.864623352,33.18184225,38.23184742,198.8298806,pigeonpeas
35,58,20,5.761702519,29.38538562,63.47742011,90.05422663,pigeonpeas
38,61,21,4.696518678,30.27374995,67.38680755,127.7767134,pigeonpeas
33,58,24,5.269504214,35.45790488,68.75810535,108.6333046,pigeonpeas
16,56,17,7.445444883,33.80020039,40.03262418,176.6165894,pigeonpeas
31,72,17,5.833031708,28.69180475,49.47225353,96.36222901,pigeonpeas
16,80,20,7.339320929,31.24021696,56.67369054,122.0146733,pigeonpeas
27,72,17,6.347929353,28.98039357,57.23265151,120.7435664,pigeonpeas
40,62,19,4.697750704,27.32198928,34.13737127,96.51524028,pigeonpeas
18,58,16,4.962661422,21.47607807,38.80023714,180.382234,pigeonpeas
3,68,16,4.964887857,18.31910448,34.69776639,107.4721605,pigeonpeas
26,67,24,5.642813116,36.97794384,37.73992903,161.4812963,pigeonpeas
16,70,20,5.6093956,24.80467592,40.1242747,121.5639121,pigeonpeas
24,63,19,4.681576043,19.3479443,55.96805489,194.5921148,pigeonpeas
9,76,25,5.70951224,28.88302142,50.12323801,179.2155874,pigeonpeas
16,55,19,6.413543781,19.54314136,47.19188279,192.4372194,pigeonpeas
28,75,21,6.007508163,24.7741949,50.54621094,114.2821387,pigeonpeas
16,71,24,4.946369874,18.33124824,38.40975482,139.6483317,pigeonpeas
24,70,21,5.517208078,19.14729038,45.3733757,132.7748215,pigeonpeas
38,72,21,5.902103172,28.23416057,49.4421345,186.5008581,pigeonpeas
9,66,21,5.719889876,30.11812084,34.13307843,157.0858232,pigeonpeas
34,56,17,4.548202098,33.4126864,35.42910045,139.6702541,pigeonpeas
1,76,19,6.669529416,24.18553163,46.68746847,177.3377996,pigeonpeas
6,69,19,4.750929218,26.88630675,41.69617915,94.46748008,pigeonpeas
26,73,21,4.946263888,31.33170829,57.97429171,161.7820226,pigeonpeas
27,61,18,5.266227032,33.30711818,67.07780816,108.5090168,pigeonpeas
27,71,23,7.10959773,23.45379018,46.48714759,150.8712202,pigeonpeas
36,61,21,5.617008201,34.53823889,39.04468913,168.5948318,pigeonpeas
17,73,18,5.632353113,19.50112224,34.51086611,197.3752649,pigeonpeas
26,72,22,4.674941549,28.76794904,37.57792132,91.72084869,pigeonpeas
17,64,16,7.161797643,30.97758716,32.24914235,180.716828,pigeonpeas
14,74,19,6.624966131,18.39759147,36.82639309,93.12330644,pigeonpeas
39,60,15,5.004074624,35.09357419,30.98685456,116.9106908,pigeonpeas
6,66,15,6.345806011,34.93174223,30.40046769,159.2649827,pigeonpeas
8,59,18,6.216814453,29.50523036,35.72032498,187.8961851,pigeonpeas
2,67,18,5.921666758,34.51934775,47.52980027,129.0064612,pigeonpeas
1,76,17,6.012719118,28.43430726,52.10010827,147.0414824,pigeonpeas
16,73,19,4.684079249,18.41645629,34.80541039,163.2747473,pigeonpeas
23,75,25,7.077170002,31.07508973,47.19847683,91.31256412,pigeonpeas
32,70,20,6.208843215,20.89342749,46.24856523,195.5697875,pigeonpeas
28,59,22,7.05181629,30.90607799,52.79913039,170.9919828,pigeonpeas
5,62,23,4.722222454,27.9348279,66.45457122,145.3728801,pigeonpeas
36,67,25,6.418062652,35.95176642,36.52780776,136.0456753,pigeonpeas
1,66,23,4.803564468,19.54317155,56.92831399,173.1686574,pigeonpeas
24,73,20,4.608695247,19.63736208,32.31528909,176.4134092,pigeonpeas
17,67,18,5.611510977,31.2192752,56.46868874,129.2028653,pigeonpeas
5,55,18,7.322097972,33.50876355,45.70976142,126.6738117,pigeonpeas
5,56,24,5.023115055,24.80710166,45.01110015,188.4928637,pigeonpeas
37,77,17,5.617122801,36.20970524,31.94550613,191.0658531,pigeonpeas
13,73,20,5.391560418,30.50420876,35.48885969,162.5927723,pigeonpeas
6,63,23,5.906596905,26.01630259,49.94704718,160.3337447,pigeonpeas
16,77,22,6.574209678,31.48469278,35.6395615,100.546816,pigeonpeas
25,64,20,4.807776749,33.15122581,32.45974539,105.0380275,pigeonpeas
34,75,24,4.760038039,23.50222822,51.29019509,192.3023991,pigeonpeas
20,77,23,5.180271502,34.87248659,38.83786012,148.2502786,pigeonpeas
35,80,25,4.895927306,28.09269012,44.93322042,197.1144011,pigeonpeas
14,75,24,6.436160044,24.54757829,57.3414485,118.3606557,pigeonpeas
36,80,21,7.066087261,33.64769646,48.41490082,100.4673278,pigeonpeas
7,77,18,6.655918078,20.5591255,60.54880693,191.0895109,pigeonpeas
29,78,25,5.982854523,19.95991719,59.33157782,195.787103,pigeonpeas
30,60,21,5.457871273,28.87667593,62.4901206,182.2688175,pigeonpeas
20,74,16,4.759490199,36.04353699,43.61444121,159.8938645,pigeonpeas
19,57,23,7.342409555,23.6734328,47.2879691,141.1250722,pigeonpeas
3,60,19,4.820788186,25.74679443,40.7192594,100.7791633,pigeonpeas
5,77,19,6.242052013,31.08564994,66.68832981,175.9303271,pigeonpeas
5,68,20,5.001038726,18.72987676,61.33186249,139.8710041,pigeonpeas
37,73,21,5.560224583,29.50304807,63.46513414,189.5208915,pigeonpeas
9,59,24,4.747352458,20.43517772,39.37252634,137.2279662,pigeonpeas
20,72,15,7.313517308,36.00415838,56.01334416,134.8596466,pigeonpeas
31,56,23,5.661826398,31.46846241,35.39454002,174.5723999,pigeonpeas
0,70,21,4.672437054,36.30049702,56.03021253,101.6073988,pigeonpeas
21,74,15,6.471862118,29.49096726,67.10604388,153.2504506,pigeonpeas
13,67,18,5.384762927,30.5753044,34.75591197,177.5764304,pigeonpeas
27,74,20,5.859813416,24.69487673,59.96669215,91.95792434,pigeonpeas
29,72,24,6.962386495,23.17409556,36.67847052,162.5931264,pigeonpeas
5,68,20,6.12166671,19.04380471,33.10695144,155.3705624,pigeonpeas
39,57,19,6.421748487,29.32379604,45.93248374,165.4113371,pigeonpeas
22,62,16,4.828936119,34.6455408,54.32342534,180.9009998,pigeonpeas
18,55,23,6.98571967,21.9989826,56.31006755,136.8274312,pigeonpeas
39,77,21,4.603563116,22.99774444,60.24218572,159.689339,pigeonpeas
13,75,20,6.979540061,30.55992394,35.29006485,178.8998611,pigeonpeas
27,71,24,7.064973419,31.46417866,48.17631461,165.405354,pigeonpeas
26,64,22,5.16516459,25.95058595,40.58227261,109.1821183,pigeonpeas
23,55,16,5.111488821,21.01142393,69.69141302,185.2039114,pigeonpeas
4,69,19,5.374358869,19.25100056,47.70351758,149.063196,pigeonpeas
20,67,19,5.671419084,19.24462755,50.54495302,180.6465282,pigeonpeas
7,74,17,5.667419697,22.47253208,62.56532471,96.74706956,pigeonpeas
17,64,18,6.07938452,36.75087487,58.25799145,124.6028153,pigeonpeas
35,71,17,6.931924963,29.89286629,66.35375127,198.1403003,pigeonpeas
11,72,22,6.842744374,29.37735586,44.82294584,172.40168,pigeonpeas
20,60,22,6.876572503,29.65052947,42.89833235,186.9226052,pigeonpeas
10,71,18,6.151029296,19.54284889,66.34777265,173.1106982,pigeonpeas
33,61,24,4.567446499,20.04611791,48.93905624,122.4564203,pigeonpeas
3,49,18,3.692863601,27.91095209,64.70930606,32.67891866,mothbeans
22,59,23,4.371745575,27.32220619,51.27868781,36.5037914,mothbeans
36,58,25,8.399135958,28.66024187,59.3189118,36.92629678,mothbeans
4,43,18,8.840656256,29.02955344,61.09387478,72.98016599,mothbeans
29,54,16,8.153022903,27.78031515,54.65030015,32.05025323,mothbeans
32,43,22,5.270749441,31.99928579,54.1077461,71.6266696,mothbeans
14,55,15,8.050304395,27.33580911,55.27755933,73.44775287,mothbeans
5,35,20,9.679240873,28.92952635,53.57014709,66.35634104,mothbeans
25,57,24,6.974978386,27.65472156,58.59986279,36.94255012,mothbeans
11,53,24,7.39389918,28.52396666,55.77264351,61.32935611,mothbeans
40,49,17,6.68727523,31.02215872,45.89239456,53.56783314,mothbeans
38,56,25,7.88118645,25.74095321,45.38497051,67.43488235,mothbeans
27,43,23,5.875333778,31.70447482,56.85420099,44.94317432,mothbeans
24,38,22,8.202706015,24.47876451,58.51663927,34.96933295,mothbeans
23,45,21,8.985348193,31.46511256,51.79939437,74.44330654,mothbeans
29,57,20,5.87707519,25.60973447,50.7330069,53.39249517,mothbeans
31,35,23,7.707595055,30.30260453,47.18283631,68.04039813,mothbeans
0,55,25,4.524171562,28.17489437,43.6672299,45.78172762,mothbeans
7,45,22,9.926212291,25.50634557,44.8302551,74.32635105,mothbeans
17,58,25,6.455592696,31.12896766,43.58788762,32.76742894,mothbeans
11,44,17,8.016210782,26.34043268,55.59160391,35.1051197,mothbeans
22,49,22,3.71105919,28.23494706,61.5620517,72.66666443,mothbeans
9,51,19,5.49091063,27.04453473,49.32609633,48.25207759,mothbeans
28,48,15,9.254089438,25.16125354,55.25435777,40.89732789,mothbeans
26,50,19,6.005242945,27.3179125,51.66921088,32.55919573,mothbeans
36,56,20,7.437078236,25.4123765,49.66474269,31.87416982,mothbeans
8,60,18,3.808429173,31.21629982,46.01868196,53.1205277,mothbeans
24,37,21,5.818219385,30.573999,58.22686794,62.74803826,mothbeans
22,43,24,4.52363558,25.42517036,53.2208266,46.19374559,mothbeans
36,43,24,3.510404312,27.09400578,43.65305437,41.53749535,mothbeans
22,44,24,6.030447288,24.30935081,56.32938343,58.99536268,mothbeans
17,43,22,5.498340808,30.06142622,45.90067655,41.0550915,mothbeans
8,45,15,4.61136408,28.09568993,60.9835384,33.84110759,mothbeans
7,56,23,5.545219232,26.33908791,40.00933429,55.50429227,mothbeans
36,57,16,8.292875734,28.61409059,57.14218792,57.02891698,mothbeans
11,45,19,3.828031463,28.70012137,44.359648,44.11622138,mothbeans
6,36,22,8.869532817,24.21610338,59.79236306,42.24783476,mothbeans
17,57,20,3.793575185,28.50677929,45.20094476,66.1761456,mothbeans
4,47,20,4.193189124,25.97948991,64.95585424,72.19245835,mothbeans
9,49,16,7.661537348,30.88482722,41.36561835,55.053805,mothbeans
25,51,24,9.392694614,25.5042419,61.66852372,65.07981523,mothbeans
36,44,21,4.516154055,25.12528913,51.33189406,38.48678973,mothbeans
21,38,20,5.794289715,27.10508014,63.56791363,62.20279647,mothbeans
37,57,20,7.354286985,31.1006247,44.82069159,70.79934452,mothbeans
32,48,18,5.993513566,26.45707778,56.40226277,64.16167699,mothbeans
29,44,20,8.620107545,30.04132304,63.56222995,31.83192392,mothbeans
25,51,18,9.45949344,27.77799528,54.82130787,50.28438729,mothbeans
10,44,24,8.0344125,30.99256944,43.02151392,58.27600682,mothbeans
23,35,18,5.414492777,26.4908332,47.36534833,36.99362831,mothbeans
9,60,23,6.276004336,31.96987867,57.17377029,64.25520357,mothbeans
3,58,21,9.160691747,25.36140526,46.82652785,55.60523179,mothbeans
22,42,22,7.887658711,25.54249137,56.96640758,48.46797044,mothbeans
12,39,21,8.183844843,28.99319096,62.85948245,70.4713043,mothbeans
39,36,22,9.072011412,29.34317422,60.50320928,34.03335472,mothbeans
32,41,16,7.702287236,28.63618921,61.39451307,68.54877876,mothbeans
30,41,15,5.88509677,24.83206631,44.17085032,52.0810886,mothbeans
19,36,22,6.16496284,25.44689075,58.55363573,57.04826619,mothbeans
4,46,15,3.504752314,31.01274943,62.40392519,63.77192383,mothbeans
21,39,20,7.388007483,27.06179658,52.3003173,60.74583498,mothbeans
35,57,25,8.340398059,27.0956288,42.26206161,71.1271039,mothbeans
22,55,24,8.66077954,28.56800579,57.30636014,64.53027638,mothbeans
35,51,17,3.558822825,28.79929247,49.84213387,40.85534718,mothbeans
17,56,17,5.9565851,27.94293692,45.41393636,69.66289997,mothbeans
28,57,17,9.416003106,30.47757686,61.58245338,61.86633917,mothbeans
22,36,16,8.18422855,30.58139475,50.77148138,64.58559639,mothbeans
11,41,19,5.131779302,26.85911286,41.81420849,44.13827124,mothbeans
38,38,18,6.294130313,26.31051759,61.18749126,35.73403813,mothbeans
23,37,24,7.991902443,28.77833449,44.2252605,33.95825723,mothbeans
25,35,20,8.923095695,28.90245417,43.35365671,71.90018566,mothbeans
40,45,20,6.878498176,29.37687468,57.69622912,38.34303462,mothbeans
23,58,19,5.243634849,24.17093241,58.25204566,59.18953429,mothbeans
2,56,23,7.550090941,26.65333029,59.79023382,36.91852635,mothbeans
3,56,17,8.709291688,28.19912143,53.50567601,52.13580529,mothbeans
26,51,25,7.792508068,28.76488954,52.62741529,55.21606732,mothbeans
39,42,20,8.055908858,29.3499706,61.25353851,40.82840673,mothbeans
27,59,20,4.397698806,28.00937423,52.60950014,36.01203025,mothbeans
24,45,19,5.952384957,26.85851927,48.8246387,34.7426459,mothbeans
7,40,17,8.532078733,31.2123945,40.92604945,53.78769958,mothbeans
15,45,23,7.224193642,24.20422636,61.43378674,46.0203959,mothbeans
26,52,23,4.931890506,29.98835437,49.60384796,52.92929636,mothbeans
20,45,16,4.626212446,29.93964907,54.61813464,45.43669946,mothbeans
34,54,24,5.026003659,31.2119298,41.55934359,68.80141783,mothbeans
19,51,25,3.5253661,26.80474415,48.23991436,43.87801983,mothbeans
29,41,21,8.86979671,31.49398069,62.84916863,64.56807592,mothbeans
20,50,22,9.406887533,30.99694676,46.42693735,38.31597852,mothbeans
11,40,23,5.80428611,29.61253065,63.04749127,50.1978269,mothbeans
15,54,15,8.35495812,29.97604322,57.03184356,44.86052932,mothbeans
35,55,22,8.634929739,30.88883074,52.62696801,55.51932414,mothbeans
9,59,25,7.699200949,30.39321309,60.16299493,35.37493212,mothbeans
40,45,18,5.261285926,30.43683729,55.20522037,30.92014047,mothbeans
35,38,19,9.112771682,25.32688786,63.18180319,32.71129281,mothbeans
14,58,17,4.605700542,30.53684308,59.96664731,33.48919022,mothbeans
40,55,18,7.115994051,30.38257873,40.5926071,47.95406479,mothbeans
18,36,23,7.214078621,24.01825377,53.76623369,35.03404425,mothbeans
35,52,15,9.93509073,28.69841277,61.14754363,65.67591794,mothbeans
4,59,22,8.914074888,29.33743412,49.00323081,42.44054315,mothbeans
22,51,16,8.639586199,27.96583691,61.34900107,70.10472076,mothbeans
33,47,17,8.621514073,24.86803974,48.27531965,63.9187654,mothbeans
2,51,17,5.838508699,25.87682261,45.96341933,38.53254678,mothbeans
16,51,21,3.532008668,31.01963639,49.9767522,32.81296548,mothbeans
19,55,20,7.18530147,27.43329405,87.80507732,54.73367631,mungbean
8,54,20,7.034214276,28.3340432,80.77275974,38.7976407,mungbean
36,55,20,6.635968698,27.01470397,84.34262707,55.296354,mungbean
10,56,16,6.828187499,28.17432665,81.04554836,36.35720652,mungbean
22,56,17,6.89077995,29.87888063,87.32761241,44.75215854,mungbean
9,57,24,7.165121109,29.89232778,89.71503316,42.99498978,mungbean
34,59,23,6.935804256,28.56212158,83.24855855,56.48265193,mungbean
31,51,25,7.196774236,27.53592929,85.5701901,53.01899249,mungbean
0,49,18,6.990095452,29.68361658,87.93598094,41.82490236,mungbean
21,39,20,7.064782138,28.14448546,82.1193047,46.75690086,mungbean
28,35,22,7.156563094,29.53037621,86.73346018,59.87232071,mungbean
17,52,17,6.364967184,27.88352946,86.45147631,44.64407105,mungbean
24,42,23,6.428054409,28.22471276,82.35916228,44.01206619,mungbean
28,46,16,6.664187809,29.008124,84.96089355,45.91011391,mungbean
21,38,21,6.637677489,29.75538903,86.45193297,37.54602719,mungbean
34,60,25,6.79385576,29.78416743,85.16906976,40.77872823,mungbean
19,53,22,6.852884643,27.8640132,80.4513142,42.83053902,mungbean
31,58,15,7.121571293,27.11026483,84.96771717,51.52617423,mungbean
19,35,24,6.883308033,27.11030369,83.64274107,49.11964582,mungbean
24,53,17,6.421271178,28.95451232,89.07866095,57.65901369,mungbean
13,47,20,6.54450214,29.21780035,87.93724219,43.1386631,mungbean
31,53,16,6.452006451,28.7420098,85.81675947,48.54598575,mungbean
28,45,23,6.489259136,29.65021184,80.29868321,56.76278363,mungbean
31,37,21,6.713410626,27.23924995,86.404241,37.31236904,mungbean
33,60,15,6.510840928,28.95172351,81.67085323,56.51103293,mungbean
34,45,21,6.287380117,28.18837136,82.60629652,37.01110438,mungbean
13,57,25,6.86308576,28.30041493,86.20681554,50.47333854,mungbean
33,57,17,6.78415271,27.89636126,88.71782287,57.79863368,mungbean
32,57,22,6.769415888,28.6899851,87.50436797,44.56598352,mungbean
23,59,25,6.320768488,27.8262623,88.73100226,56.68833819,mungbean
35,41,18,6.705008504,28.70562673,81.59200689,59.87065439,mungbean
6,48,24,6.790736339,28.6362812,84.61431076,48.48319335,mungbean
29,36,25,7.130278657,28.28511547,88.4393979,48.56690235,mungbean
4,36,22,7.012740397,27.60887393,86.13316408,43.80041104,mungbean
10,59,22,7.155685016,28.60901145,86.99495766,36.94616965,mungbean
14,48,21,6.991242362,29.24598976,84.80084105,53.43228915,mungbean
8,50,21,6.218923893,28.62911222,89.1148059,50.49913241,mungbean
20,40,15,7.199495368,29.57329479,88.07505524,45.04467075,mungbean
36,43,22,6.389882166,27.82684262,87.16679147,58.37249772,mungbean
14,57,15,6.623438282,29.8757015,83.14796296,40.12044158,mungbean
11,60,23,7.033012777,27.33684386,88.50229102,51.09802625,mungbean
10,59,15,6.32400451,29.83040388,89.30428305,58.86687093,mungbean
7,60,25,6.397636709,28.2753171,82.76020821,56.04995423,mungbean
2,47,15,6.401455706,29.86860065,85.99127934,58.41394143,mungbean
20,45,22,6.904587016,29.5888162,89.9939693,54.96121262,mungbean
2,39,15,6.478557136,28.07219563,82.9116472,49.61865305,mungbean
27,40,24,7.063022095,27.84026517,89.99615558,52.84626009,mungbean
35,48,15,6.981758362,27.10818093,87.4512669,55.03723979,mungbean
4,59,25,6.227134139,27.68515114,81.94268594,54.62243308,mungbean
1,48,24,6.232836962,29.34594634,85.60472562,59.03629954,mungbean
36,43,21,7.140437859,28.36319404,84.8593608,52.93031105,mungbean
11,46,24,6.459252023,27.65280218,89.80650642,56.52558045,mungbean
34,47,19,6.568795404,27.31372793,85.44815232,53.15223123,mungbean
21,44,18,7.12851089,27.06909959,86.89934108,50.46746116,mungbean
17,58,20,6.42937879,28.06642822,85.91625451,39.23831035,mungbean
25,40,21,6.248900919,27.73329078,81.13903037,44.17580911,mungbean
2,38,18,6.619891498,27.53632932,89.92908171,45.48591922,mungbean
9,48,20,6.377568542,29.66461594,84.28187572,56.09542002,mungbean
37,49,25,6.415459592,29.9145443,85.85384444,41.39081525,mungbean
36,38,15,6.320662012,28.36363858,87.59810657,57.99524359,mungbean
40,58,15,6.978400282,29.46416042,87.60890009,43.15411472,mungbean
30,44,16,6.442335593,29.73013036,82.89166381,50.91511275,mungbean
1,59,23,7.184398832,27.46852989,87.17649,43.78420984,mungbean
9,48,22,6.402926221,27.77076285,87.09979549,49.50812624,mungbean
14,41,17,7.085982325,29.12939524,88.48312598,36.45012824,mungbean
35,52,19,6.698574085,27.10606808,89.89593328,37.45680611,mungbean
31,48,17,6.594739424,28.88078945,86.94206817,53.79732545,mungbean
4,41,20,6.647965508,28.14720892,83.8001509,37.44800463,mungbean
30,37,25,7.120032489,29.89129144,80.14487166,54.7960127,mungbean
9,35,20,6.91380932,27.41503453,80.98004661,40.53173216,mungbean
20,41,20,7.073048264,29.27308605,89.4875022,50.9246554,mungbean
37,50,23,6.5304707,29.65296893,88.48587386,56.01913159,mungbean
34,35,21,6.684381357,28.44524991,82.67639542,58.18713162,mungbean
14,37,15,6.581351374,27.96235681,83.97586797,48.9366954,mungbean
23,39,22,6.86483915,29.25649321,81.97952224,42.02483277,mungbean
5,45,21,6.487124217,28.36291385,88.00989267,43.05130077,mungbean
22,37,20,6.605733068,27.62749466,86.49366929,39.26137642,mungbean
40,51,17,6.860602782,28.66086349,86.12194568,50.01534317,mungbean
27,56,20,6.41874299,29.2114218,87.11497805,51.53848218,mungbean
31,40,22,6.365513634,29.40889385,86.16063492,53.35486977,mungbean
38,36,21,6.556372966,28.02952623,84.8845732,36.12042927,mungbean
6,37,17,6.760694228,28.08657178,80.35005927,38.14476781,mungbean
6,47,18,6.715276663,29.16174608,80.28038146,40.16545979,mungbean
24,44,17,6.666380512,29.8596912,80.03499648,50.66487502,mungbean
25,59,19,6.626629798,29.06631494,83.6869203,43.95183726,mungbean
32,56,21,6.702772465,27.38538997,88.66663953,58.29933073,mungbean
8,45,18,7.011030515,27.93034941,85.42058715,43.25095608,mungbean
19,39,17,6.890156495,29.2808618,81.8009244,44.47427436,mungbean
39,37,15,6.821747052,28.9973145,83.78911515,59.84499208,mungbean
33,37,19,7.183189922,27.92678579,86.5543196,43.4826194,mungbean
26,54,17,6.27258822,28.5474135,88.9570454,49.4897245,mungbean
21,51,15,6.679127482,29.36488409,89.1886954,48.30159325,mungbean
22,54,20,6.689825155,28.56149805,83.63802195,41.013132,mungbean
29,45,16,6.583381939,28.43683487,87.91332682,43.12063289,mungbean
4,40,21,6.725551062,28.79728147,80.45744422,44.30070517,mungbean
10,37,22,7.069747814,28.7275267,89.12760359,58.52974279,mungbean
4,44,19,6.921993878,27.95639663,83.52706038,43.25726752,mungbean
20,45,17,6.770955317,28.17458662,83.69659318,37.2464655,mungbean
23,45,23,6.983130466,28.77653519,86.69133979,56.12443206,mungbean
25,48,21,6.267684328,28.438097,83.48991368,52.55469976,mungbean
56,79,15,7.454532137,29.48439992,63.19915325,71.89090748,blackgram
25,62,21,7.040056094,26.73433965,68.13999721,67.15096376,blackgram
42,61,22,7.418650668,26.27274407,62.28814857,70.23207557,blackgram
42,73,25,6.501869314,34.03679184,67.21113844,73.23573601,blackgram
44,58,18,6.814410928,28.03644051,65.06601664,72.49507741,blackgram
50,55,16,7.581442888,28.81460716,65.33538112,62.26242533,blackgram
35,72,21,7.741418772,34.03619494,64.28791388,66.85510868,blackgram
30,64,20,6.573531614,33.8642935,61.57072498,68.02199825,blackgram
27,64,21,7.543804223,32.84213012,68.68401492,73.67166182,blackgram
50,74,17,6.5408208,27.10053268,63.36085585,73.84949872,blackgram
39,73,24,7.22405917,25.65842532,61.18235808,69.28607828,blackgram
57,67,25,7.551364319,32.34744009,66.61452812,64.55882254,blackgram
52,63,19,6.928898659,29.58949031,68.32176769,67.53021213,blackgram
55,66,22,7.747775263,30.91219459,68.79427388,66.63830637,blackgram
51,56,18,6.706505915,28.12787838,64.2097765,70.86340755,blackgram
36,66,15,6.668238556,30.08545364,69.34811988,67.1367443,blackgram
59,55,19,7.332375138,31.74379487,62.51007687,68.97097538,blackgram
50,58,23,7.596802025,27.81326852,62.50460464,69.75555541,blackgram
30,65,25,7.70650895,32.88733849,64.59457409,71.50569456,blackgram
20,62,18,7.366542647,29.36358721,64.98742947,61.91208707,blackgram
58,71,15,6.919243702,27.82592799,67.5861883,74.01229707,blackgram
25,71,24,7.187721818,28.49538735,60.44848407,74.91559514,blackgram
52,71,16,7.075886472,27.74274761,68.53997144,71.78615328,blackgram
40,63,18,6.74441168,30.41588462,67.66323804,63.02473185,blackgram
20,60,25,6.726469088,27.3254209,69.09047809,61.19250859,blackgram
48,61,21,6.628264883,30.28496619,61.69295127,65.62859526,blackgram
49,68,22,7.127064207,28.56840626,61.53278622,63.49726331,blackgram
48,62,15,7.538631462,25.36586097,66.6379724,65.81655892,blackgram
32,66,17,7.162357641,34.9466155,65.26774011,70.1415139,blackgram
21,63,22,6.859409487,25.09737391,67.72837887,74.61649888,blackgram
20,72,19,7.397190844,32.47648301,64.34848735,65.820457,blackgram
25,65,21,6.880245789,33.86351172,68.59232289,69.24464096,blackgram
41,78,21,6.581313137,25.19857725,60.37332688,70.88787207,blackgram
53,67,17,7.296972161,31.77681682,69.01852894,61.46892873,blackgram
39,60,21,6.97297656,34.89814946,63.59948557,64.72797143,blackgram
25,76,17,7.241148507,31.74105409,68.63525428,62.3061735,blackgram
21,78,19,6.92009048,27.16159076,66.76017239,69.85112265,blackgram
57,60,17,7.504608385,26.23773129,67.88521396,73.58663968,blackgram
56,75,15,7.152272256,30.20157245,60.06534859,66.37171179,blackgram
49,72,15,7.137004749,31.55846339,67.83563765,74.86960831,blackgram
24,80,19,6.808041722,29.67892453,69.0854554,65.66436565,blackgram
49,76,18,7.393631868,27.05365239,67.7017527,60.4693835,blackgram
28,68,19,7.69950698,34.63880966,61.38597868,72.43169115,blackgram
55,78,21,6.602888249,33.39438752,62.93692886,63.57445989,blackgram
50,64,25,6.734447425,28.84079155,63.37230676,70.25496749,blackgram
34,80,19,6.521217963,31.49338309,63.0563645,71.48327008,blackgram
20,68,23,7.707332484,25.54960633,63.95425534,63.1830529,blackgram
55,67,16,6.596719015,34.37329112,69.69366426,70.27184748,blackgram
23,70,15,7.403623355,34.6008247,63.11296779,60.41790253,blackgram
53,74,15,7.517097,29.43463808,64.94329356,72.17818157,blackgram
26,67,16,7.17620823,29.10713092,67.90577375,67.83345933,blackgram
33,80,22,6.593961761,28.57006111,65.71765781,70.0866434,blackgram
37,79,19,7.143942758,27.54384835,69.3478631,69.40878198,blackgram
33,75,21,6.690655045,33.04687968,68.93875631,62.30278274,blackgram
22,55,20,7.423530351,33.95309131,69.96100028,61.16350463,blackgram
20,68,17,6.578714843,30.11873003,60.11680815,71.72980375,blackgram
43,68,20,7.497469256,29.57812712,66.17587668,69.43895491,blackgram
44,76,22,7.775306272,27.26458947,68.01232937,68.91754359,blackgram
34,60,16,7.322555223,31.35730791,64.24992106,63.85668948,blackgram
21,72,17,7.580527339,31.52104732,66.55723677,61.71111448,blackgram
25,68,19,7.108450121,29.39982732,64.25510719,67.47677295,blackgram
41,62,15,7.358974541,29.38400259,64.14928485,65.24194361,blackgram
28,65,23,7.405176138,28.38686534,61.88871127,74.24459122,blackgram
35,64,15,6.500144962,28.47442276,63.53604453,69.5274407,blackgram
52,58,16,7.167435834,30.64095781,61.14508627,71.36947525,blackgram
58,75,25,7.261791753,25.25596239,61.36669662,68.64685069,blackgram
34,66,19,7.586642101,32.97030511,60.18122078,73.44678678,blackgram
52,70,16,7.534811833,33.66855394,66.60416867,67.32520551,blackgram
23,57,19,7.251000789,32.83963757,67.99803573,73.40452716,blackgram
42,58,25,6.513620918,27.45853567,62.90020977,69.46020927,blackgram
37,62,17,7.121254928,25.68576704,69.84354028,74.62068748,blackgram
44,75,22,7.574561547,30.0328403,64.14800537,71.21006868,blackgram
21,80,20,7.350869792,28.20667264,68.27085245,64.32887142,blackgram
56,76,16,7.513151076,28.27265858,61.18956161,63.29900785,blackgram
29,76,15,7.025607706,28.5417236,64.2020154,69.68862306,blackgram
43,61,20,6.804253866,26.87187036,61.61367264,63.51822045,blackgram
55,60,15,7.163043872,32.79766751,68.77994074,64.11411069,blackgram
44,63,15,7.338929556,26.42333018,64.51136845,63.46546487,blackgram
29,67,21,6.621323612,29.79181107,63.38789228,63.02169909,blackgram
47,63,16,6.661870999,27.44003279,67.10464369,72.50669768,blackgram
40,68,17,7.733149554,34.1262979,65.14877461,70.40795007,blackgram
58,61,15,7.402891666,30.94908189,64.23364112,62.78730907,blackgram
41,74,18,6.599147298,28.75751783,61.02701476,73.37686831,blackgram
58,79,17,7.04174124,27.24766491,66.10123083,62.31842057,blackgram
27,62,24,7.353876754,28.63005477,66.770943,62.2737345,blackgram
27,60,17,7.026795359,26.41768321,63.64698302,64.42177127,blackgram
52,65,20,6.814301033,32.81705216,66.15665137,68.83924882,blackgram
44,55,25,7.42160832,29.6321052,65.91359954,71.16331975,blackgram
21,62,24,6.847382891,33.49077065,62.73317204,65.45328463,blackgram
60,59,22,7.191522601,31.86847286,66.74217464,74.22238583,blackgram
33,77,21,7.01285529,30.32992227,65.62971858,71.64631281,blackgram
59,58,17,7.368318809,28.546224,66.31394098,62.83469851,blackgram
